X,Y,Z,TYPE,STREET1,STREET2,STREET3,STREET4,INTERSECTI,GID
431874.641,5446240.657,0,DEADEND,"194",,,,"9132","61821"
430613.999,5446885.153,0,TRAFFIC LIGHT,"136","873",,,"9129","61824"
430629.731,5446623.114,0,NORMAL,"612","521",,,"9128","61825"
430280.05,5446567.494,0,DEADEND,"1121",,,,"9126","61827"
430250.88,5446481.659,0,DEADEND,"598",,,,"9125","61828"
430155.614,5446414.311,0,NORMAL,"351","1004",,,"9124","61829"
430253.583385849,5446412.29575687,0,NORMAL,"1004","598",,,"9123","61830"
429700.513,5447791.331,0,NORMAL,"1134","1177",,,"9122","61831"
429786.134,5447758.306,0,NORMAL,"470","1134",,,"9121","61832"
429663.403,5447855.053,0,DEADEND,"83",,,,"9120","61833"
431023.383,5448181.715,0,DEADEND,"596",,,,"9116","61836"
430946.693,5448272.967,0,DEADEND,"530",,,,"9115","61837"
427387.922,5449278.491,0,TRAFFIC LIGHT,"141","818",,,"9111","61841"
430623.637,5446246.629,0,NORMAL,"521","385",,,"6607","59724"
430626.479,5446405.846,0,NORMAL,"521","1004",,,"6606","59725"
430525.449,5446407.114,0,NORMAL,"303","1004",,,"6605","59726"
430423.458,5446408.953,0,NORMAL,"701","1004",,,"6604","59727"
430366.162,5446409.98,0,NORMAL,"1004","556",,,"6603","59728"
430363.18,5446194.602,0,NORMAL,"556","81",,,"6601","59730"
430363.581,5446146.845,0,NORMAL,"556","454",,,"6600","59731"
430348.906,5445566.701,0,NORMAL,"556","442",,,"6598","59733"
430351.863812212,5445673.06945901,0,NORMAL,"556","62",,,"6597","59734"
430354.702,5445775.136,0,NORMAL,"556","439",,,"6595","59735"
430357.816,5445872.232,0,NORMAL,"556","1219",,,"6594","59736"
430566.302,5445773.126,0,NORMAL,"463","439",,,"6593","59737"
430566.224,5445669.965,0,NORMAL,"62","463",,,"6592","59738"
430662.017,5445560.054,0,NORMAL,"514","442","1022",,"6591","59739"
430664.132,5445769.779,0,NORMAL,"439","1022",,,"6588","59742"
430665.19,5445867.93,0,DEADEND,"1022",,,,"6587","59743"
430771.433,5445640.78,0,NORMAL,"168","514",,,"6586","59744"
430770.828,5445558.152,0,NORMAL,"442","168",,,"6585","59745"
430984.061,5445553.741,0,NORMAL,"442","1077",,,"6583","59747"
430869.008,5445556.822,0,NORMAL,"248","442",,,"6581","59749"
430980.572,5445653.834,0,NORMAL,"873","370",,,"6580","59750"
430873.845,5445819.958,0,NORMAL,"873","248",,,"6579","59751"
430976.271,5445779.402,0,DEADEND,"446",,,,"6577","59753"
431647.697,5445776.522,0,NORMAL,"1006","745",,,"6575","59754"
431712.124,5445869.247,0,NORMAL,"946","745",,,"6574","59755"
431753.281,5445850.417,0,NORMAL,"946","745",,,"6573","59756"
431694.023,5445756.11,0,NORMAL,"745","1006",,,"6572","59757"
431677.784,5445762.882,0,NORMAL,"1006","529",,,"6571","59758"
431636.232,5445669.779,0,NORMAL,"897","529",,,"6570","59759"
431592.049,5445568.302,0,NORMAL,"529","749",,,"6569","59760"
431547.794,5445466.312,0,NORMAL,"529","606",,,"6568","59761"
431309.813,5445573.747,0,NORMAL,"19","606",,,"6567","59762"
431025.776,5445810.943,0,NORMAL,"446","688",,,"6565","59764"
431212.513,5445929.182,0,NORMAL,"749","446",,,"6564","59765"
431118.019,5445867.657,0,NORMAL,"606","446",,,"6563","59766"
431385.253,5445662.673,0,NORMAL,"749","19",,,"6562","59767"
431459.331,5445750.749,0,NORMAL,"897","19",,,"6561","59768"
431529.284,5445832.604,0,NORMAL,"19","1006",,,"6560","59769"
431391.23,5446043.459,0,NORMAL,"1006","446",,,"6559","59770"
431304.967,5445987.677,0,NORMAL,"897","446",,,"6558","59771"
423005.33,5453464.53,0,DEADEND,"639",,,,"7650","60767"
424174.846,5453864.044,0,DEADEND,"711",,,,"7648","60769"
423970.931,5453771.806,0,NORMAL,"741","741",,,"7640","60776"
423405.324,5453594.94,0,NORMAL,"779","542",,,"7634","60780"
423407.547,5453634.537,0,DEADEND,"779",,,,"7633","60781"
423379.995,5453842.333,0,DEADEND,"490",,,,"7632","60782"
423289.179,5453726.572,0,NORMAL,"490","542",,,"7631","60783"
423181.279,5453657.528,0,DEADEND,"490",,,,"7630","60784"
423331.478,5453800.399,0,NORMAL,"490","937",,,"7629","60785"
423286.37,5454030.785,0,NORMAL,"56","937",,,"7628","60786"
423284.563,5453923.033,0,NORMAL,"937","1159",,,"7627","60787"
422944.56,5454016.994,0,NORMAL,"56","1159",,,"7626","60788"
422466.941279953,5454054.12778404,0,NODE,"56",,,,"7625","60789"
422548.44,5453849.865,0,DEADEND,"492",,,,"7624","60790"
422581.64,5454060.076,0,NORMAL,"56","492",,,"7621","60791"
429080.943,5450479.485,0,NORMAL,"677","386",,,"8295","60792"
428985.482,5450482.002,0,NORMAL,"407","677",,,"8294","60793"
428814.427,5450610.06,0,NORMAL,"414","504",,,"8292","60794"
428990.58,5450623.095,0,NORMAL,"407","1245",,,"8286","60795"
429085.302,5450621.878,0,NORMAL,"386","1245",,,"8285","60796"
429091.362,5450824.533,0,NORMAL,"76","386",,,"8284","60797"
428997.218,5450827.403,0,NORMAL,"76","407",,,"8283","60798"
428903.943,5450830.614,0,NORMAL,"76","475",,,"8282","60799"
429066.601,5451221.654,0,DEADEND,"991",,,,"8281","60800"
428881.928,5451163.828,0,DEADEND,"140",,,,"8280","60801"
428983.571,5451166.413,0,NORMAL,"1026","140",,,"8279","60802"
428874.359,5450968.548,0,DEADEND,"493",,,,"8276","60805"
428834.492,5451104.302,0,DEADEND,"740",,,,"8275","60806"
428738.276,5450837.727,0,NORMAL,"76","414",,,"8272","60809"
428731.094,5450838.003,0,NORMAL,"576","76",,,"8271","60810"
428732.949,5450900.891,0,DEADEND,"576",,,,"8270","60811"
428540.79,5451071.82,0,DEADEND,"1231",,,,"8269","60812"
428460.444,5451105.096,0,DEADEND,"1120",,,,"8267","60814"
428453.958,5450845.021,0,NORMAL,"1120","76",,,"8265","60816"
428331.733,5448453.265,0,NORMAL,"136","0000001386",,,"7533","60549"
428569.247,5448530.369,0,NORMAL,"437","553","867",,"7532","60550"
428529.085,5448612.189,0,NORMAL,"437","124",,,"7531","60551"
428531.387,5448760.39,0,NORMAL,"437","124","553",,"7530","60552"
428533.163,5448847.385,0,NORMAL,"738","437",,,"7529","60553"
428490.189,5448849.025,0,NORMAL,"700","738",,,"7528","60554"
428491.798,5448927.044,0,NORMAL,"700","404",,,"7527","60555"
428183.187,5448938.829,0,NORMAL,"404","1055",,,"7526","60556"
428181.8,5448855.206,0,NORMAL,"738","1055",,,"7525","60557"
428298.721,5448540.0,0,NORMAL,"577","136",,,"7523","60559"
428177.725,5448719.351,0,NORMAL,"136","568",,,"7522","60560"
428259.835,5448626.221,0,NORMAL,"104","136",,,"7521","60561"
428085.295,5448616.157,0,NORMAL,"568","128",,,"7520","60562"
427992.984,5448515.988,0,NORMAL,"568","141",,,"7519","60563"
427923.178,5448573.582,0,NORMAL,"128","141",,,"7518","60564"
426077.064,5452245.006,0,NORMAL,"33","676",,,"7873","60577"
425997.923,5452247.511,0,NORMAL,"840","33",,,"7872","60578"
425620.548,5451721.44,0,NORMAL,"1246","973","644",,"7869","60579"
426118.062,5451634.274,0,NORMAL,"1085","919","533",,"7867","60581"
426416.035,5451717.838,0,NORMAL,"962","712",,,"7866","60582"
426344.914,5451703.804,0,NORMAL,"712","1085",,,"7865","60583"
426285.109,5451457.092,0,NORMAL,"1246","417",,,"7862","60586"
426189.097,5451708.885,0,DEADEND,"712",,,,"7860","60587"
426186.734,5451757.617,0,DEADEND,"1074",,,,"7859","60588"
426231.783,5451711.236,0,NORMAL,"1074","712",,,"7858","60589"
426364.547,5451784.808,0,NORMAL,"962","557",,,"7857","60590"
426368.485,5451966.553,0,NORMAL,"689","342",,,"7856","60591"
426329.956,5451836.744,0,NORMAL,"342","962",,,"7855","60592"
426074.752,5452074.053,0,NORMAL,"1154","676",,,"7854","60593"
426026.235,5452077.593,0,NORMAL,"1154","281",,,"7853","60594"
426210.3,5452067.923,0,NORMAL,"1154","135",,,"7852","60595"
426192.485,5451993.981,0,NORMAL,"689","135",,,"7851","60596"
426175.31,5451910.534,0,NORMAL,"962","135",,,"7850","60597"
426087.842,5451944.643,0,NORMAL,"962","156",,,"7847","60599"
425896.659,5451928.149,0,DEADEND,"1139",,,,"7846","60600"
425872.443,5451978.974,0,NORMAL,"962","1139",,,"7845","60601"
425665.287,5451725.256,0,DEADEND,"1249",,,,"7839","60602"
425693.407,5451831.469,0,NORMAL,"1085","1249",,,"7838","60603"
425710.001,5451743.871,0,DEADEND,"499",,,,"7837","60604"
425753.729,5451770.663,0,NORMAL,"1085","499",,,"7836","60605"
425815.855,5451789.27,0,NORMAL,"1085","911",,,"7835","60606"
425825.691,5451754.446,0,DEADEND,"911",,,,"7834","60607"
426078.83,5451643.287,0,NORMAL,"1085","324",,,"7831","60610"
425616.593,5453814.332,0,DEADEND,"1165",,,,"6363","59377"
426628.029637825,5453849.22936762,0,DEADEND,"820",,,,"6360","59380"
426481.774,5453854.927,0,DEADEND,"820",,,,"6359","59381"
426554.143,5453854.58,0,NORMAL,"815","820",,,"6358","59382"
426489.923,5453962.954,0,NORMAL,"508","815",,,"6357","59383"
426494.765,5454071.348,0,NORMAL,"1211","815",,,"6356","59384"
426500.206,5454182.019,0,NORMAL,"832","815",,,"6355","59385"
426504.403,5454282.275,0,NORMAL,"815","780",,,"6354","59386"
426338.379618557,5454293.32305248,0,DEADEND,"426",,,,"6353","59387"
426357.166226703,5454367.27160017,0,DEADEND,"780",,,,"6352","59388"
426361.864,5454299.29,0,NORMAL,"780","426",,,"6351","59389"
426526.253,5454388.408,0,NORMAL,"77","815","149",,"6350","59390"
425531.612,5453996.253,0,NORMAL,"508","155","1165",,"6348","59392"
425971.942,5453981.289,0,NORMAL,"508","857","0000001371",,"6346","59394"
426212.281,5454292.453,0,DEADEND,"146",,,,"6344","59395"
426252.234,5454467.558,0,NORMAL,"149","995",,,"6343","59396"
426242.732,5454519.899,0,DEADEND,"995",,,,"6342","59397"
426251.131,5454292.159,0,NORMAL,"995","146",,,"6341","59398"
426191.599,5454214.217,0,NORMAL,"158","456",,,"6340","59399"
426094.389,5454220.239,0,NORMAL,"158","149",,,"6339","59400"
426163.824,5454567.212,0,DEADEND,"358",,,,"6338","59401"
426021.163,5454241.928,0,NORMAL,"158","857",,,"6336","59403"
425989.38,5454093.749,0,NORMAL,"26","857",,,"6335","59404"
425979.467,5454029.208,0,NORMAL,"857","47",,,"6333","59405"
426046.961238042,5454024.95233377,0,DEADEND,"47",,,,"6332","59406"
425908.603,5454098.898,0,DEADEND,"26",,,,"6331","59407"
426150.819,5454028.374,0,DEADEND,"964",,,,"6330","59408"
425692.975165938,5454194.15542662,0,DEADEND,"1000",,,,"6329","59409"
425907.185,5454236.236,0,DEADEND,"330",,,,"6328","59410"
425943.794,5454291.158,0,NORMAL,"158","330",,,"6327","59411"
425693.878,5454390.071,0,NORMAL,"158","1000",,,"6326","59412"
425692.76,5454274.369,0,NORMAL,"31","1000",,,"6325","59413"
425779.696,5454271.893,0,DEADEND,"31",,,,"6324","59414"
425630.028,5454378.495,0,NORMAL,"158","336",,,"6323","59415"
425503.794,5454244.827,0,DEADEND,"275",,,,"6322","59416"
425586.937,5454243.446,0,DEADEND,"1105",,,,"6321","59417"
425636.792,5454150.659,0,DEADEND,"803",,,,"6320","59418"
425637.786,5454066.78,0,DEADEND,"80",,,,"6319","59419"
425535.335,5454042.177,0,NORMAL,"80","155",,,"6318","59420"
425565.21,5454155.131,0,NORMAL,"155","803",,,"6317","59421"
425369.381,5454247.471,0,NORMAL,"275","628",,,"6313","59425"
425372.922,5454347.408,0,NORMAL,"158","628",,,"6312","59426"
432060.134,5440667.978,0,NORMAL,"536","1221",,,"7244","60195"
432586.51,5441781.89,0,NODE,"1119","1216",,,"7243","60196"
432874.615,5441276.809,0,DEADEND,"304",,,,"7240","60199"
432875.395,5441353.79,0,NORMAL,"441","304",,,"7239","60200"
433286.942,5441205.577,0,DEADEND,"444",,,,"7236","60203"
433138.231,5441151.598,0,DEADEND,"947",,,,"7235","60204"
433045.485,5440957.666,0,NODE,"82","1141",,,"7234","60205"
432789.64,5441162.498,0,NORMAL,"947","794",,,"7233","60206"
433035.329,5441157.824,0,NORMAL,"82","947",,,"7232","60207"
433040.853,5441050.762,0,NORMAL,"82","660",,,"7231","60208"
432792.698,5441054.946,0,NORMAL,"1141","660","794",,"7230","60209"
432046.168,5440921.929,0,DEADEND,"233",,,,"7229","60210"
432228.252,5440937.549,0,DEADEND,"1146",,,,"7227","60211"
432213.636,5440840.844,0,NORMAL,"233","1146",,,"7226","60212"
432577.927,5440888.113,0,NORMAL,"664","406",,,"7225","60213"
432667.727,5441167.623,0,NORMAL,"947","406",,,"7224","60214"
432334.281,5441037.318,0,NORMAL,"233","664",,,"7222","60216"
431945.69,5441470.41,0,DEADEND,"20",,,,"7218","60219"
432108.1,5441522.91,0,DEADEND,"705",,,,"7216","60221"
432095.83,5441205.69,0,DEADEND,"705",,,,"7215","60222"
433329.589,5442347.581,0,DEADEND,"694",,,,"7210","60227"
433042.977,5441771.894,0,DEADEND,"1119",,,,"7207","60230"
432592.601,5442031.09,0,DEADEND,"1216",,,,"7205","60232"
432721.191,5442303.351,0,DEADEND,"384",,,,"7203","60234"
432800.548015204,5442199.21794086,0,NORMAL,"917","1149",,,"7201","60236"
432599.283,5442304.437,0,NORMAL,"658","384",,,"7197","60238"
432822.347269845,5443199.05041912,0,DEADEND,"402",,,,"7187","60243"
432591.985,5443200.97,0,DEADEND,"243",,,,"7183","60245"
432670.684,5443108.183,0,NORMAL,"234","243",,,"7181","60246"
427994.218,5451280.632,0,NORMAL,"1035","333","972",,"8629","61597"
428004.277,5451482.476,0,NORMAL,"981","1035",,,"8627","61599"
427866.689,5451576.938,0,DEADEND,"496",,,,"8626","61600"
427874.92,5451647.63,0,DEADEND,"496",,,,"8625","61601"
427872.308,5451612.786,0,NORMAL,"496","953",,,"8624","61602"
428373.79,5447644.48,0,DEADEND,"691",,,,"8622","61604"
428539.329,5448180.495,0,NORMAL,"136","1134",,,"8618","61607"
430039.157,5448603.971,0,DEADEND,"0000001357",,,,"8616","61609"
429854.536,5448606.738,0,NORMAL,"1177","1063","0000001357",,"8615","61610"
429760.606,5448892.775,0,DEADEND,"1248",,,,"8614","61611"
429872.403,5448855.72,0,NORMAL,"1112","1177",,,"8613","61612"
429859.543449829,5448798.90628049,0,NORMAL,"1081","1177",,,"8612","61613"
429855.697,5448701.684,0,NORMAL,"799","1177",,,"8611","61614"
429647.861,5448613.359,0,NORMAL,"1063","489",,,"8610","61615"
429644.118,5448708.976,0,NORMAL,"799","489",,,"8609","61616"
429646.817,5448804.713,0,NORMAL,"1081","489",,,"8608","61617"
429593.502,5448904.817,0,NORMAL,"467","1248",,,"8607","61618"
429651.302,5448900.638,0,NORMAL,"1248","489",,,"8606","61619"
430695.52,5446833.48,0,DEADEND,"287",,,,"8605","61620"
430548.32,5446899.562,0,NORMAL,"136","303",,,"8604","61621"
430973.647,5447096.476,0,NORMAL,"747","71",,,"8600","61624"
431037.189,5447065.519,0,NORMAL,"71",,,,"8599","61625"
431084.302,5447078.969,0,NORMAL,"747","71",,,"8598","61626"
431179.267,5447169.44,0,NORMAL,"1160","321",,,"8597","61627"
431053.606,5447246.603,0,NORMAL,"1112","169",,,"8595","61628"
431251.409,5447669.481,0,DEADEND,"1134",,,,"8592","61629"
431147.311,5447901.728,0,DEADEND,"318",,,,"8591","61630"
431085.921,5447904.442,0,NORMAL,"1076","318",,,"8590","61631"
430977.848,5447908.895,0,NORMAL,"1160","318",,,"8589","61632"
430976.21245424,5448005.25741613,0,NORMAL,"1183","1160",,,"8587","61634"
430896.998,5448607.277,0,NORMAL,"1076","888",,,"8586","61635"
430950.871,5448470.718,0,NORMAL,"1076","652",,,"8585","61636"
431077.014,5448089.746,0,NORMAL,"1076","1065",,,"8584","61637"
430981.883,5448092.313,0,NORMAL,"1160","1065",,,"8583","61638"
430691.264,5448140.759,0,DEADEND,"92",,,,"8582","61639"
430781.2,5448354.16,0,DEADEND,"398",,,,"8581","61640"
430987.664,5448227.985,0,DEADEND,"1160",,,,"8580","61641"
430712.99,5448812.002,0,NORMAL,"1076","357",,,"8576","61644"
430436.822,5448819.325,0,NORMAL,"154","357",,,"8575","61645"
430094.006,5448825.856,0,NORMAL,"401","357",,,"8574","61646"
430140.404,5448767.205,0,NORMAL,"249","401",,,"8573","61647"
430156.837,5448744.562,0,NORMAL,"401","249",,,"8572","61648"
429990.319,5448213.731,0,NORMAL,"125","245",,,"6815","59528"
429845.296,5448219.878,0,NORMAL,"0000001290","1177","245",,"6814","59529"
429759.02,5448226.237,0,DEADEND,"0000001290",,,,"6813","59530"
429525.394,5448169.429,0,DEADEND,"681",,,,"6812","59531"
429514.421,5448062.749,0,NORMAL,"83","681",,,"6810","59532"
429570.57,5448010.569,0,NORMAL,"83","1066",,,"6809","59533"
429561.347,5447734.184,0,DEADEND,"728",,,,"6808","59534"
429561.649,5447839.959,0,NORMAL,"1134","728",,,"6807","59535"
429552.798,5447842.98,0,NORMAL,"723","1134",,,"6806","59536"
429620.222,5447930.194,0,NORMAL,"83","723",,,"6805","59537"
429755.053,5447936.794,0,NORMAL,"723","1177",,,"6804","59538"
429790.162,5448030.805,0,NORMAL,"1064","1177",,,"6803","59539"
430581.958,5448015.135,0,DEADEND,"186",,,,"6798","59544"
430603.919,5447923.052,0,NORMAL,"1062","258",,,"6796","59546"
430251.75,5447755.098,0,NORMAL,"378","765",,,"6795","59547"
430401.316,5447750.635,0,NORMAL,"378","748",,,"6794","59548"
430485.544,5447747.4,0,NORMAL,"378","512",,,"6793","59549"
430492.846,5447927.824,0,NORMAL,"1062","512",,,"6792","59550"
430533.449,5447926.337,0,NORMAL,"1062","819",,,"6791","59551"
430547.39,5447925.805,0,NORMAL,"819","1062",,,"6790","59552"
430548.582,5448016.336,0,NORMAL,"819","186",,,"6789","59553"
430409.132,5448020.478,0,NORMAL,"186","748",,,"6788","59554"
430262.427,5448025.348,0,NORMAL,"186","765",,,"6787","59555"
430131.917,5448029.051,0,NORMAL,"1087","186",,,"6786","59556"
429986.461,5448033.993,0,NORMAL,"125","186","186",,"6785","59557"
429827.012,5447860.934,0,NORMAL,"470","558",,,"6783","59559"
429841.353,5447947.422,0,NORMAL,"470","1062",,,"6782","59560"
429982.355,5447943.427,0,NORMAL,"1062","125",,,"6780","59562"
430128.322,5447940.567,0,NORMAL,"1087","1062",,,"6779","59563"
430258.217,5447935.968,0,NORMAL,"765","1062",,,"6778","59564"
430407.22,5447930.808,0,NORMAL,"1062","748",,,"6777","59565"
430403.663,5447840.861,0,NORMAL,"748","558",,,"6776","59566"
430255.91,5447845.992,0,NORMAL,"558","765",,,"6775","59567"
430125.33,5447849.731,0,NORMAL,"558","1087",,,"6774","59568"
429979.189,5447853.358,0,NORMAL,"558","125",,,"6773","59569"
429974.032,5447764.149,0,NORMAL,"378","125",,,"6772","59570"
430109.92877641,5447549.35055607,0,DEADEND,"1087",,,,"6771","59571"
430016.577,5447557.734,0,DEADEND,"588",,,,"6770","59572"
431258.97,5447303.069,0,NORMAL,"169","1076",,,"6717","59623"
431150.361,5447273.548,0,NORMAL,"169","1160",,,"6716","59624"
431169.663,5447141.85,0,NORMAL,"1112","321",,,"6714","59626"
431286.808,5447200.495,0,NORMAL,"1076","321",,,"6712","59628"
430204.292,5445145.948,0,NORMAL,"424","514",,,"6708","59632"
430340.375,5445143.357,0,NORMAL,"424","556",,,"6707","59633"
430450.938,5445140.859,0,NORMAL,"424","189",,,"6706","59634"
430655.527,5445136.993,0,NORMAL,"1022","424",,,"6705","59635"
430552.701,5445139.026,0,NORMAL,"463","424",,,"6704","59636"
430549.829,5445325.343,0,NORMAL,"21","463",,,"6703","59637"
430613.852,5445405.919,0,DEADEND,"190",,,,"6702","59638"
430625.271,5445350.199,0,NORMAL,"190","21",,,"6701","59639"
430707.679,5445400.8,0,DEADEND,"590",,,,"6700","59640"
430701.396,5445348.546,0,NORMAL,"21","590",,,"6699","59641"
430767.066,5445348.111,0,NORMAL,"168","21",,,"6698","59642"
430978.521,5445345.425,0,NORMAL,"21","1077",,,"6695","59644"
430870.776,5445652.986,0,NORMAL,"248","370",,,"6694","59645"
430487.797,5445402.591,0,NORMAL,"514","463",,,"6693","59646"
430540.471,5445450.199,0,NORMAL,"514","934",,,"6692","59647"
430346.398,5445457.206,0,NORMAL,"556","934",,,"6691","59648"
430343.647,5445272.056,0,NORMAL,"514","556",,,"6690","59649"
430133.337,5445359.03,0,NORMAL,"913","645",,,"6689","59650"
430031.617,5445359.888,0,NORMAL,"913","540",,,"6688","59651"
429921.798,5445361.254,0,NORMAL,"913","1179",,,"6687","59652"
430244.148,5445568.411,0,NORMAL,"1192","442",,,"6686","59653"
430237.241,5445238.679,0,DEADEND,"1192",,,,"6685","59654"
430139.317,5445570.995,0,NORMAL,"645","442",,,"6684","59655"
429815.398,5446103.032,0,DEADEND,"589",,,,"6677","59661"
429891.96,5446051.28,0,DEADEND,"825",,,,"6676","59662"
429818.254,5446051.11,0,NORMAL,"825","589",,,"6675","59663"
429821.056,5446000.187,0,NORMAL,"1118","589",,,"6674","59664"
429359.038,5446805.197,0,NORMAL,"954","110",,,"6672","59666"
429473.6,5446879.26,0,DEADEND,"1230",,,,"6670","59668"
429385.181,5446482.127,0,NORMAL,"110","1230",,,"6668","59670"
429595.593,5446513.82,0,NORMAL,"101","885",,,"6666","59672"
428993.555,5447773.291,0,NORMAL,"136","218",,,"6863","59484"
428935.237,5447525.548,0,NORMAL,"1163","72",,,"6860","59486"
429116.394,5447430.733,0,NORMAL,"904","1163",,,"6859","59487"
429119.185,5447523.412,0,NORMAL,"72","904",,,"6858","59488"
429119.681,5447623.047,0,NORMAL,"904","762",,,"6857","59489"
429364.178,5447747.129,0,DEADEND,"1224",,,,"6855","59491"
429129.236,5447751.173,0,NORMAL,"1224","904",,,"6854","59492"
429462.902,5447876.329,0,NORMAL,"1134","178","1066",,"6853","59493"
429373.431,5447908.735,0,NORMAL,"1134","134",,,"6851","59495"
429384.515,5447986.47,0,NORMAL,"83","134",,,"6849","59496"
429256.198,5448097.894,0,NORMAL,"134","486",,,"6848","59497"
429336.196,5448315.557,0,NORMAL,"359","998",,,"6846","59499"
429534.423,5448403.788,0,NORMAL,"359","998",,,"6845","59500"
429761.21,5448322.421,0,DEADEND,"828",,,,"6844","59501"
429847.444,5448310.151,0,NORMAL,"828","1177",,,"6842","59502"
429849.513,5448397.927,0,NORMAL,"1177","360",,,"6841","59503"
429849.79,5448415.042,0,NORMAL,"359","1177",,,"6840","59504"
429658.476,5448424.966,0,NORMAL,"359","489",,,"6839","59505"
429652.833,5448520.289,0,NORMAL,"775","489",,,"6838","59506"
429851.93,5448513.214,0,NORMAL,"775","1177",,,"6837","59507"
429951.15,5448514.191,0,DEADEND,"776",,,,"6836","59508"
429999.539,5448514.255,0,NORMAL,"776","125",,,"6835","59509"
430142.292,5448392.417,0,NORMAL,"360","1087",,,"6834","59510"
430316.85,5448294.65,0,DEADEND,"828",,,,"6833","59511"
430272.436,5448296.498,0,NORMAL,"828","765","360",,"6832","59512"
430140.178,5448300.206,0,NORMAL,"828","1087",,,"6831","59513"
429991.612,5448304.281,0,NORMAL,"125","828",,,"6830","59514"
429994.327,5448395.648,0,NORMAL,"125","360",,,"6829","59515"
430737.359,5447918.429,0,DEADEND,"318",,,,"6827","59517"
430817.045,5447915.942,0,TRAFFIC LIGHT,"318","1112",,,"6826","59518"
430578.431,5448105.168,0,DEADEND,"1065",,,,"6822","59521"
430833.982,5448097.886,0,NORMAL,"343","1065",,,"6821","59522"
430837.274,5448186.656,0,NORMAL,"596","343",,,"6820","59523"
430692.307,5448191.999,0,NORMAL,"92","596",,,"6819","59524"
430563.47,5448197.617,0,NORMAL,"901","596",,,"6818","59525"
430268.713,5448205.701,0,NORMAL,"765","245",,,"6817","59526"
430137.435,5448210.051,0,NORMAL,"1087","245",,,"6816","59527"
423885.658,5448831.992,0,NORMAL,"585","1207",,,"8886","61386"
423951.827,5449051.167,0,NORMAL,"585","25",,,"8885","61387"
424237.786,5449518.393,0,NORMAL,"585","755",,,"8882","61390"
424235.825,5449546.999,0,NORMAL,"585","0000001395",,,"8881","61391"
428964.2,5446129.2,0,DEADEND,"311",,,,"8866","61405"
429051.98,5445830.208,0,DEADEND,"197",,,,"8864","61407"
429055.468,5445671.247,0,NORMAL,"197","278",,,"8863","61408"
428868.9,5445861.63,0,DEADEND,"771",,,,"8862","61409"
428866.671,5445821.692,0,NORMAL,"771","278",,,"8861","61410"
428907.876,5445815.581,0,NORMAL,"278","1140",,,"8860","61411"
428927.48,5445629.73,0,DEADEND,"1140",,,,"8859","61412"
428470.693,5445924.634,0,NORMAL,"1007","278",,,"8857","61413"
428443.363,5446015.34,0,DEADEND,"834",,,,"8855","61414"
428842.421,5445985.488,0,DEADEND,"966",,,,"8852","61415"
428788.598,5445814.377,0,NORMAL,"758","278",,,"8850","61416"
428757.061,5445812.699,0,NORMAL,"278","207",,,"8849","61417"
428760.569,5445636.282,0,DEADEND,"207",,,,"8848","61418"
428588.67,5446048.45,0,NODE,"15","1135",,,"8841","61425"
428036.196,5446047.955,0,NORMAL,"278",,,,"8839","61427"
429685.889,5451581.311,0,DEADEND,"900",,,,"8837","61429"
431131.21,5451612.913,0,DEADEND,"1071",,,,"8836","61430"
431142.356,5451479.973,0,NORMAL,"1075","1071",,,"8835","61431"
431020.426,5451641.826,0,NORMAL,"1019","495",,,"8834","61432"
431269.091327544,5451576.45384071,0,NORMAL,"1075","172",,,"8831","61435"
431377.405,5451949.247,0,DEADEND,"884",,,,"8830","61436"
431260.903,5451952.725,0,NORMAL,"884","1075",,,"8828","61437"
424241.943599998,5452718.0678295,0,DEADEND,"1153",,,,"7706","60718"
424174.209,5452615.549,0,NORMAL,"741","1147",,,"7704","60720"
424228.304,5452492.538,0,NORMAL,"699","741",,,"7703","60721"
424075.02,5452532.88,0,DEADEND,"699",,,,"7702","60722"
423989.328,5452763.63,0,DEADEND,"350",,,,"7701","60723"
424112.009,5452770.758,0,NORMAL,"741","350",,,"7700","60724"
423018.425,5453379.954,0,NORMAL,"582","1186",,,"7652","60765"
424064.231,5452986.408,0,NORMAL,"395","741",,,"7693","60730"
424077.12343844,5452986.14874204,0,DEADEND,"395",,,,"7692","60731"
424275.679082532,5452983.0771735,0,DEADEND,"872",,,,"7691","60732"
424173.851,5453360.488,0,NORMAL,"872","1054",,,"7690","60733"
424030.6,5453369.897,0,NORMAL,"741","1054",,,"7689","60734"
424118.613,5453218.239,0,DEADEND,"871",,,,"7687","60735"
424045.761,5453211.417,0,NORMAL,"871","741",,,"7686","60736"
424046.35,5453155.288,0,NORMAL,"365","741",,,"7685","60737"
423986.019,5453000.241,0,DEADEND,"882",,,,"7683","60739"
423769.227,5453224.554,0,NORMAL,"365","332","415",,"7680","60742"
423765.984,5453118.582,0,NORMAL,"938","332",,,"7678","60744"
423592.453,5453144.443,0,NORMAL,"332","789",,,"7677","60745"
423648.932097156,5453210.27438578,0,NORMAL,"938","789",,,"7676","60746"
423643.775,5453337.096,0,NORMAL,"789","1153","415",,"7675","60747"
423528.038,5453339.166,0,DEADEND,"1153","415",,,"7674","60748"
423577.16,5453161.52,0,DEADEND,"332",,,,"7673","60749"
423693.036,5452996.146,0,DEADEND,"332",,,,"7672","60750"
423349.386,5453296.067,0,NORMAL,"582","403",,,"7665","60755"
423191.724,5453222.23,0,NORMAL,"403","593",,,"7660","60757"
