X,Y,Z,TYPE,STREET1,STREET2,STREET3,STREET4,INTERSECTI,GID
429769.785,5447764.247,0,NORMAL,"1134","470",,,"1417","504260"
430952.884,5447588.606,0,TRAFFIC LIGHT,"1134","1112",,,"1419","504261"
428414.266,5446677.384,0,TRAFFIC LIGHT,"792","585",,,"1420","504271"
428936.34024132,5446168.7687237,0,NORMAL,"311","113",,,"1421","504272"
428107.494,5446056.236,0,NORMAL,"187","1135","278",,"1422","504273"
429114.248,5447333.767,0,NODE,"453","904",,,"1423","504277"
429473.336,5446829.254,0,NORMAL,"1230","954",,,"1424","504278"
429558.326,5446425.492,0,NORMAL,"585","101",,,"1425","504279"
430528.183435448,5446612.89569484,0,NORMAL,"612","303",,,"1426","504280"
430609.044,5447308.089,0,DEADEND,"908",,,,"1427","504281"
430772.601640095,5445957.38052978,0,NORMAL,"168","873",,,"1428","504282"
430867.1,5445453.02,0,DEADEND,"248",,,,"1429","504283"
431904.924,5444925.009,0,TRAFFIC LIGHT,"795","807",,,"1431","504284"
432103.987341002,5445037.45531104,0,NORMAL,"65","567",,,"1432","504285"
432797.014876188,5443229.10923226,0,DEADEND,"234",,,,"1433","504286"
432784.22,5442400.255,0,TRAFFIC LIGHT,"570","1110","694",,"1434","504735"
432913.982,5442092.9,0,TRAFFIC LIGHT,"570","304",,,"1436","504736"
432879.226,5441655.249,0,NORMAL,"304","406",,,"1437","504737"
432469.124,5439472.43,0,NODE,"1098","894",,,"1438","505123"
430270.708849915,5452441.58488519,0,NORMAL,"474","1240",,,"1447","509443"
423685.19,5451786.762,0,NORMAL,"744","369",,,"1482","510036"
423383.607,5454034.553,0,TRAFFIC LIGHT,"792","56",,,"1468","510020"
424605.295,5450871.107,0,TRAFFIC LIGHT,"792","770",,,"1469","510021"
423842.131,5450647.028,0,NORMAL,"1156","405","739",,"1486","510296"
429379.232,5450248.894,0,NODE,"75","924",,,"1473","510025"
428999.528,5448658.481,0,NORMAL,"126","251",,,"1475","510026"
428777.07,5448665.182,0,NORMAL,"126","251",,,"1474","510027"
428645.796,5447724.38,0,NODE,"305",,,,"1476","510028"
430804.994666521,5447732.00344533,0,NODE,"378","546",,,"1477","510029"
430665.874,5447914.908,0,NODE,"1062","39",,,"1478","510031"
429708.6,5447549.31,0,NODE,"470","944",,,"1479","510032"
430550.054,5438483.78,0,NODE,"1153",,,,"1481","510034"
424231.482,5451768.494,0,NORMAL,"369","479","992",,"1484","510035"
423748.995,5450640.686,0,NORMAL,"692","405",,,"1485","510297"
433130.926,5441714.22,0,TRAFFIC LIGHT,"231","570","792",,"1489","510298"
428715.525,5453876.515,0,NORMAL,"1057","679",,,"1508","522456"
428710.677,5454009.29,0,NORMAL,"428","805",,,"1507","522457"
428844.024194702,5453862.02987528,0,DEADEND,"805",,,,"1512","522750"
428884.162993132,5454017.14568115,0,DEADEND,"1217",,,,"1511","522751"
428848.896649503,5453886.65306103,0,NORMAL,"805","679",,,"1510","522752"
428854.884426514,5453969.69907988,0,NORMAL,"1217","805",,,"1509","522753"
424092.350549047,5454358.12527028,0,NORMAL,"34","945",,,"1536","610370"
424279.427967165,5454024.6517953,0,TRAFFIC LIGHT,"508","945",,,"1533","610368"
424178.749,5454030.536,0,NORMAL,"508","711",,,"1532","610369"
424616.217237426,5455006.44481893,0,NORMAL,"1037","838",,,"1549","610505"
431728.817,5444921.099,0,NORMAL,"795","1170","836",,"1550","610506"
428402.582320831,5448355.72745815,0,TRAFFIC LIGHT,"359","136",,,"1568","610646"
425457.261725924,5450726.80499983,0,NORMAL,"585","1041",,,"1588","610675"
429829.303601405,5451179.63689029,0,DEADEND,"1190",,,,"1611","610937"
430067.694,5451297.95,0,NORMAL,"508","900",,,"1610","610938"
429903.645123057,5451228.79134182,0,NORMAL,"508","1190",,,"1609","610939"
429466.255,5450935.537,0,NORMAL,"450","508",,,"1608","610940"
424497.011434553,5454011.76016739,0,TRAFFIC LIGHT,"508","1154",,,"1623","636480"
424518.475877916,5454145.03409607,0,DEADEND,"831",,,,"1622","636481"
424606.370565764,5454144.10291611,0,DEADEND,"831",,,,"1621","636482"
424606.842713808,5454303.76000659,0,DEADEND,"831",,,,"1620","636483"
424520.631715021,5454304.53056007,0,DEADEND,"831",,,,"1619","636484"
424563.386046389,5454146.631754,0,NORMAL,"831",,,,"1618","636485"
424615.704,5451485.071,0,TRAFFIC LIGHT,"770","591","718",,"1635","637197"
424564.694632412,5454225.09175926,0,NORMAL,"831",,,,"1616","636487"
424507.889223756,5454224.78075666,0,NORMAL,"831","1154",,,"1615","636488"
424406.822,5454523.148,0,NORMAL,"1154","732",,,"1614","636489"
423046.380156513,5454867.02006862,0,NORMAL,"994","356",,,"1628","637103"
424564.826569208,5454301.39391574,0,NORMAL,"831",,,,"1629","637116"
424973.8305,5451782.538,0,NORMAL,"1202","741","770",,"1636","637196"
424652.472770073,5451691.27606756,0,DEADEND,"1034",,,,"1633","637198"
424716.233627057,5451672.8769304,0,NORMAL,"770","369",,,"1632","637199"
424637.071477267,5451750.69108242,0,NORMAL,"369","1034",,,"1631","637200"
424541.479,5451751.255,0,NORMAL,"369","1023",,,"1630","637201"
430591.586085985,5452270.12128457,0,DEADEND,"462",,,,"1637","637404"
428184.733625303,5451507.6484488,0,DEADEND,"488",,,,"1639","637517"
428009.05,5451576.28,0,NORMAL,"953","488","1035",,"1638","637518"
429846.522412371,5448035.68380579,0,NODE,"470","186","186",,"1640","637534"
431961.672551594,5440386.94511142,0,DEADEND,"118",,,,"1644","637679"
432024.355896621,5440342.54035509,0,NORMAL,"118","432",,,"1643","637680"
431964.747,5440160.08,0,NORMAL,"432","406","261",,"1642","637681"
432068.855,5440456.127,0,NORMAL,"1221","432",,,"1641","637682"
430571.74932343,5446812.14042596,0,DEADEND,"303",,,,"1658","649224"
424344.569335985,5454393.90385602,0,DEADEND,"1008",,,,"1678","649707"
427494.517767934,5448872.59312315,0,NORMAL,"650","738",,,"1679","652739"
428551.087,5448159.084,0,NORMAL,"136","691",,,"1682","652743"
428534.241077128,5447889.4354097,0,DEADEND,"510",,,,"1683","652744"
428806.395,5447805.581,0,DEADEND,"305",,,,"1685","652745"
423829.47353952,5452409.7128451,0,DEADEND,"0000001259",,,,"1688","652833"
428651.242,5448445.777,0,NODE,"437","306",,,"1686","652757"
423786.067188819,5452333.47611967,0,NORMAL,"0000001259","744",,,"1687","652834"
432515.714964787,5441415.97078942,0,DEADEND,"0000001262",,,,"1692","652919"
432516.280043647,5441475.73585609,0,NORMAL,"348","0000001262",,,"1690","652921"
432623.53331219,5441473.69823983,0,NORMAL,"730","348",,,"1689","652922"
431286.352,5447549.661,0,NODE,"961","801",,,"1709","654893"
430964.900353932,5446814.3054539,0,DEADEND,"749",,,,"1710","654903"
428269.123807582,5446053.62063747,0,NORMAL,"1135","0000001263","0000001366",,"1714","669485"
428249.144538632,5446000.95870877,0,NORMAL,"278","0000001263","0000001366",,"1713","669486"
428308.243960535,5445954.7203838,0,NORMAL,"0000001260","278",,,"1712","669487"
428337.714847882,5446004.05069366,0,DEADEND,"0000001260",,,,"1711","669488"
424932.848600149,5453879.96797021,0,NORMAL,"0000001261","607",,,"1716","671531"
424931.222864229,5453945.55512157,0,DEADEND,"0000001261",,,,"1715","671532"
430891.654464612,5443131.37032918,0,NORMAL,"0000001264","86",,,"1739","671654"
430789.994356416,5443123.92072267,0,NORMAL,"145","0000001264",,,"1738","671655"
430936.468012992,5443131.64211618,0,DEADEND,"0000001264",,,,"1737","671656"
430883.195711299,5443079.25049131,0,DEADEND,"86",,,,"1736","671657"
430787.072260646,5443083.71545962,0,DEADEND,"0000001264",,,,"1735","671658"
425064.389101431,5453455.19216142,0,NORMAL,"208","210",,,"1740","672889"
426812.186920431,5453457.63004982,0,DEADEND,"0000001265",,,,"1741","672953"
426861.021051965,5453319.65671066,0,DEADEND,"1042",,,,"1742","672955"
430432.645986871,5444720.58735821,0,NORMAL,"0000001266","1038",,,"1762","674171"
430433.571490643,5444787.41440709,0,DEADEND,"0000001266",,,,"1761","674172"
432419.997664347,5441477.56504549,0,NORMAL,"348","0000001267",,,"1765","674280"
432403.814388665,5441340.47887447,0,DEADEND,"0000001267",,,,"1763","674282"
432849.971534588,5440680.71729042,0,DEADEND,"921",,,,"1779","685293"
432778.444582079,5440635.49484071,0,NORMAL,"923","921",,,"1781","685295"
427626.532445832,5453581.28909817,0,DEADEND,"337",,,,"1789","686349"
428759.404017009,5453251.83546273,0,NORMAL,"638","682",,,"1785","685573"
429213.055159123,5453343.06407173,0,DEADEND,"638",,,,"1786","685574"
427291.087994153,5453586.93602239,0,NORMAL,"337","1137",,,"1788","686350"
430923.135035652,5447077.32918263,0,DEADEND,"0000001268",,,,"1790","686377"
429473.005943087,5446720.15050805,0,NORMAL,"0000001269","1230",,,"1797","686511"
429563.618442977,5446718.48453631,0,NORMAL,"885","0000001269",,,"1796","686512"
429646.02195346,5446848.16247246,0,NORMAL,"985","0000001270",,,"1795","686513"
429564.047656363,5446849.65376656,0,NORMAL,"0000001270","885",,,"1794","686514"
430942.616031917,5447071.17908099,0,DEADEND,"0000001284",,,,"1864","698798"
436568.94,5440284.34,0,DEADEND,"0000001274",,,,"1802","688154"
436261.549546643,5440878.01004491,0,DEADEND,"0000001273",,,,"1801","688155"
436956.851461093,5441952.76272243,0,NORMAL,"0000001274","0000001273",,,"1800","688156"
430912.474304458,5447107.58126246,0,NORMAL,"0000001268","0000001284",,,"1863","698799"
435730.832124176,5443987.83277342,0,NORMAL,"0000001276","573",,,"1808","688243"
435942.198579179,5444146.54361305,0,NORMAL,"0000001276",,,,"1807","688244"
436012.559183707,5444199.37598241,0,DEADEND,"0000001276",,,,"1806","688245"
436035.441800374,5444020.31034547,0,DEADEND,"0000001276",,,,"1805","688246"
430768.710463777,5451882.55971626,0,DEADEND,"495",,,,"1812","695941"
430842.489356081,5451870.62718078,0,DEADEND,"0000001277",,,,"1811","695942"
430803.2770086,5451848.13469945,0,NORMAL,"0000001277","495",,,"1810","695943"
430840.533367608,5451783.51116148,0,NORMAL,"495","1195",,,"1809","695944"
428487.823941215,5453621.62327998,0,NORMAL,"508","0000001279",,,"1814","696736"
428425.549491476,5453654.28979373,0,DEADEND,"0000001279",,,,"1813","696737"
424578.637509399,5454033.05480186,0,DEADEND,"0000001280",,,,"1834","697175"
424500.108289159,5454070.04503092,0,NORMAL,"0000001280","1154",,,"1833","697176"
430280.026521795,5452027.23217802,0,NORMAL,"0000001281","0000001285","822",,"1871","704102"
430303.082891269,5452188.01547457,0,NORMAL,"0000001281","671",,,"1837","697270"
424461.959193859,5450171.64177589,0,NORMAL,"0000001282","759",,,"1842","697833"
424420.822906512,5450287.25856827,0,NORMAL,"0000001282","0000001283",,,"1841","697834"
424478.567962971,5450322.42590087,0,DEADEND,"0000001283",,,,"1840","697835"
430332.977522252,5448350.45266712,0,TRAFFIC LIGHT,"1112",,,,"1843","698627"
429922.479349441,5451873.63460494,0,DEADEND,"0000001286",,,,"1866","704090"
429906.928398372,5451832.42687445,0,NORMAL,"200","0000001286",,,"1865","704091"
431185.378762665,5447767.62641464,0,DEADEND,"0000001287",,,,"1873","704519"
430430.426461527,5451999.98836854,0,NORMAL,"0000001285","508",,,"1867","704098"
428099.258824137,5448880.43100497,0,NODE,"0000001289",,,,"1874","704650"
431215.893181421,5447660.46669359,0,NORMAL,"0000001287","1134",,,"1872","704520"
431585.492839315,5446687.41028609,0,NORMAL,"238","1040",,,"1879","705610"
431579.939177629,5446584.03046041,0,NORMAL,"1040","98",,,"1878","705611"
431636.036,5446362.712,0,NORMAL,"73","1040",,,"1877","705612"
430412.649,5448110.382,0,NORMAL,"1065","748",,,"1884","705613"
430265.136,5448115.862,0,NORMAL,"765","1065",,,"1883","705614"
430134.589,5448120.483,0,NORMAL,"1065","1087",,,"1882","705615"
429989.552,5448124.523,0,NORMAL,"1065","125",,,"1881","705616"
429828.026,5448129.928,0,NORMAL,"1177","1064","1065",,"1880","705617"
428457.352036369,5454196.25324656,0,NORMAL,"0000001294","0000001293",,,"1901","706268"
428596.323523109,5454121.49782041,0,DEADEND,"0000001294",,,,"1900","706269"
428115.684777452,5448854.88320055,0,NORMAL,"738","0000001289",,,"1885","705860"
428577.349320745,5454230.51897379,0,DEADEND,"0000001293",,,,"1899","706270"
428432.044443042,5454136.80415816,0,NORMAL,"0000001294","1176",,,"1902","706297"
423833.958730342,5453337.43682718,0,DEADEND,"0000001295",,,,"1904","709260"
423866.20135094,5453224.14811996,0,NORMAL,"365","0000001295",,,"1903","709261"
430047.191180069,5444301.60784935,0,NORMAL,"0000001296","1012",,,"1907","709346"
432632.872241978,5440643.9685029,0,NORMAL,"0000001297","921",,,"1912","709523"
430077.816737166,5444194.50695712,0,DEADEND,"0000001296",,,,"1908","709345"
432488.714855888,5440456.89634019,0,NORMAL,"921","757",,,"1909","709515"
432632.122921927,5440715.59287977,0,DEADEND,"0000001297",,,,"1913","709522"
423780.148611822,5452763.32161859,0,DEADEND,"0000001298",,,,"1916","709680"
423687.270965527,5452871.33790762,0,NORMAL,"355","0000001298",,,"1915","709681"
430297.352529642,5445617.28609309,0,DEADEND,"0000001299",,,,"1918","711427"
430296.648465111,5445567.55401728,0,NORMAL,"442","0000001299",,,"1917","711428"
430730.085172996,5445983.99894483,0,DEADEND,"1118",,,,"1920","711433"
430660.218237379,5446002.37170616,0,NORMAL,"1118","431",,,"1919","711434"
430533.623,5446198.315,0,NODE,"303",,,,"1924","711506"
430563.772068867,5446154.23864592,0,DEADEND,"303",,,,"1923","711507"
430558.36853229,5446099.66295759,0,DEADEND,"454",,,,"1922","711508"
430476.396772879,5446144.53788781,0,NODE,"454",,,,"1921","711509"
431776.529478129,5445365.41066721,0,DEADEND,"606",,,,"1945","739349"
431598.729836854,5445583.45208381,0,DEADEND,"529",,,,"1946","739350"
424603.825,5453361.845,0,NORMAL,"1080","0000001300","0000001310",,"1947","740690"
425517.085370051,5449826.03872792,0,DEADEND,"0000001301",,,,"1952","740753"
425447.17276875,5449876.77484617,0,DEADEND,"0000001302",,,,"1951","740754"
425523.624920273,5449873.24500447,0,NORMAL,"0000001301","0000001302",,,"1950","740755"
425533.216111136,5449915.55303805,0,NORMAL,"1102","0000001301",,,"1949","740756"
424392.658937302,5450481.71901488,0,DEADEND,"0000001305",,,,"1956","746364"
424330.986140684,5450482.40876942,0,DEADEND,"0000001303",,,,"1955","746365"
424342.272906198,5450452.36054589,0,NORMAL,"0000001303","0000001305",,,"1954","746366"
424385.015071071,5450374.08589694,0,NORMAL,"0000001303","0000001282",,,"1953","746367"
425114.864233481,5452623.23308778,0,NORMAL,"0000001306",,,,"1961","746985"
423838.237685777,5453292.74889019,0,DEADEND,"0000001307",,,,"1963","747066"
423797.201989715,5453339.31344339,0,NORMAL,"0000001295","0000001307",,,"1962","747067"
424882.803154116,5454037.08522063,0,DEADEND,"0000001360",,,,"1964","747357"
425031.36181899,5454104.66355042,0,DEADEND,"752",,,,"1966","747359"
425004.37,5454113.533,0,DEADEND,"752",,,,"1965","747360"
428564.925674367,5447703.7975532,0,NODE,"305",,,,"1967","747369"
430189.343204927,5448932.05753322,0,DEADEND,"78",,,,"1968","747372"
427115.727346784,5449774.26780353,0,NORMAL,"963","0000001309",,,"1973","858251"
430949.135419495,5443972.66331297,0,NORMAL,"783","1077",,,"1981","874543"
430218.725,5451588.923,0,NORMAL,"0000001308","310",,,"1971","749738"
427135.419517648,5449718.6329017,0,DEADEND,"0000001309",,,,"1974","858250"
430828.309190059,5443973.89775284,0,DEADEND,"783",,,,"1980","874544"
424571.2997644,5453289.03464152,0,NORMAL,"0000001310","0000001300","1080",,"1982","875129"
430298.957718549,5451588.55907551,0,DEADEND,"0000001308","310",,,"1979","869295"
431824.180480016,5443254.97986342,0,NODE,"0000001311","0000001312",,,"1984","876114"
431819.520729445,5443352.75109532,0,NORMAL,"0000001311","0000001312",,,"1983","876115"
431821.173237497,5443426.95239683,0,NORMAL,"812","0000001311",,,"1986","876119"
431930.180169612,5443425.98240398,0,DEADEND,"812",,,,"1985","876120"
431889.303318438,5446030.45191809,0,NORMAL,"1111","0000001315",,,"1991","881815"
431787.166785055,5446123.07897193,0,NORMAL,"1111","0000001313",,,"1990","881816"
431769.070042515,5446102.68882945,0,NORMAL,"0000001314","0000001313",,,"1989","881817"
431807.717675205,5446084.68846746,0,DEADEND,"0000001315",,,,"1988","881818"
431800.140735731,5446088.22071995,0,DEADEND,"0000001314",,,,"1987","881819"
425683.539199969,5453728.94759559,0,NORMAL,"179","968",,,"1993","881834"
425604.564357466,5453719.98059605,0,DEADEND,"179",,,,"1992","881835"
425712.264809304,5453884.54952605,0,DEADEND,"0000001317",,,,"1997","881938"
425678.235081047,5453847.52812573,0,DEADEND,"0000001316",,,,"1996","881939"
425678.400217773,5453949.06504622,0,NORMAL,"0000001316","0000001317",,,"1995","881940"
426502.705145113,5452550.31733395,0,DEADEND,"0000001319",,,,"2003","882086"
425686.909934853,5453993.25287964,0,NORMAL,"508","0000001316",,,"1998","881944"
426652.463684846,5452595.34517257,0,DEADEND,"299",,,,"2002","882087"
426608.888351697,5452681.47832096,0,DEADEND,"0000001318",,,,"2001","882088"
426628.440741254,5452610.46948167,0,NORMAL,"299","0000001319",,,"2000","882089"
426582.422809504,5452639.44134438,0,NORMAL,"299","0000001318",,,"1999","882090"
424513.99806629,5453267.26163876,0,NORMAL,"0000001320","1154","1080",,"2010","892976"
428553.451376642,5453426.66245054,0,NORMAL,"1024","965",,,"2009","892466"
424530.272479414,5453367.46034343,0,DEADEND,"0000001320",,,,"2012","892975"
424550.312184999,5453284.66202326,0,NORMAL,"1080","0000001320",,,"2013","893000"
423166.938761367,5452843.03747164,0,NORMAL,"355","0000001322",,,"2015","893008"
422988.480148435,5453055.88727975,0,DEADEND,"0000001322",,,,"2014","893009"
431510.158062312,5446886.19897544,0,DEADEND,"0000001323","266",,,"2016","893409"
426556.121703292,5450914.40144955,0,DEADEND,"1201",,,,"2018","895193"
431059.320272902,5448002.85180191,0,DEADEND,"1183",,,,"2019","909052"
426896.037922326,5453839.60200848,0,NORMAL,"820","0000001324",,,"2021","917490"
427081.941649108,5453726.06267567,0,DEADEND,"820",,,,"2038","932450"
427060.950690439,5453820.59594945,0,NORMAL,"638","0000001324",,,"2037","932451"
425727.350324175,5449851.55315103,0,NODE,"1228","0000001325",,,"2029","919473"
424752.161995473,5453235.97181973,0,DEADEND,"0000001320",,,,"2030","919527"
427588.654954893,5446741.14462338,0,DEADEND,"0000001326",,,,"2032","920502"
427739.078405138,5446738.23810401,0,NORMAL,"1215","0000001326",,,"2031","920503"
425921.012222184,5452113.37999453,0,NORMAL,"1154","0000001327",,,"2035","925189"
428451.343220824,5454129.4383321,0,NORMAL,"1176","0000001329",,,"2042","933050"
426960.22127956,5453788.64118367,0,NORMAL,"638","820",,,"2036","932452"
427188.959241898,5453803.9268543,0,DEADEND,"0000001328",,,,"2041","932454"
427085.906221463,5453830.74050967,0,NORMAL,"0000001328","638",,,"2040","932455"
430334.703566696,5452130.72446085,0,DEADEND,"0000001330",,,,"2046","936060"
430293.545226143,5452138.77576491,0,NORMAL,"0000001281","0000001330",,,"2044","936061"
425451.99313023,5450517.37998087,0,NODE,"0000001331","1041",,,"2049","940905"
429993.484636578,5444179.47478743,0,NORMAL,"160","0000001332",,,"2051","941375"
430079.654238555,5444131.072548,0,DEADEND,"0000001332",,,,"2050","941376"
424890.180179188,5454459.94905439,0,NORMAL,"725","0000001334",,,"2055","941647"
428650.303716691,5453305.04301983,0,NORMAL,"638","0000001333","0000001359",,"2053","941487"
428653.28086793,5453253.72561692,0,DEADEND,"0000001333",,,,"2054","941496"
425079.235218824,5454456.4254116,0,NORMAL,"0000001334","212",,,"2056","941646"
424926.410188829,5454308.04058584,0,NORMAL,"0000001335","329",,,"2058","943170"
431778.209777303,5446237.98982812,0,NORMAL,"784","484",,,"2059","946004"
431707.087557155,5446227.61686059,0,NORMAL,"286","784",,,"2060","946006"
434785.162445171,5442581.22842839,0,DEADEND,"0000001336",,,,"2061","958656"
431616.849335159,5446058.22274673,0,NORMAL,"368","0000001338",,,"2068","959686"
428156.515687562,5446000.94694192,0,NORMAL,"278","0000001337",,,"2064","959109"
428138.180605976,5445818.09039087,0,DEADEND,"0000001337",,,,"2063","959110"
428139.021614051,5445860.09598045,0,NORMAL,"0000001338","0000001337",,,"2066","959148"
428179.795674984,5445856.85098086,0,DEADEND,"0000001338",,,,"2065","959149"
431609.664246066,5446173.49210415,0,NORMAL,"1182","0000001338",,,"2067","959687"
427785.765,5448679.178,0,NORMAL,"141","1144",,,"2070","960968"
427379.745465868,5448874.23725218,0,NORMAL,"141","738",,,"2069","960969"
427185.114350709,5449792.21722513,0,NORMAL,"963","167",,,"2071","963720"
430565.599618815,5445562.10083429,0,NORMAL,"442","463",,,"2072","966293"
424027.481720894,5453402.44284877,0,NORMAL,"741","1153",,,"2090","966753"
424024.148250077,5453437.23467893,0,NORMAL,"741","1153",,,"2089","966754"
423965.082936751,5453421.08122812,0,NORMAL,"1153",,,,"2088","966755"
423948.737007428,5453425.9637212,0,NORMAL,"1153",,,,"2087","966756"
423850.098952349,5453426.2871618,0,NORMAL,"1153",,,,"2086","966757"
424018.049014857,5453495.15237224,0,NORMAL,"741","1153",,,"2085","966758"
423773.541642679,5453488.96348503,0,NORMAL,"1153",,,,"2084","966759"
423772.039596389,5453548.31333538,0,NORMAL,"1153",,,,"2083","966760"
423773.962416985,5453600.23839602,0,NORMAL,"1153",,,,"2082","966761"
423748.085538319,5453646.67064568,0,NORMAL,"1153",,,,"2081","966762"
423748.623006227,5453654.8782659,0,NORMAL,"1153",,,,"2080","966763"
423469.850969077,5453424.95174847,0,DEADEND,"1153",,,,"2079","966764"
423487.312656752,5453491.31958532,0,DEADEND,"1153",,,,"2078","966765"
423486.820219246,5453549.25428335,0,DEADEND,"1153",,,,"2077","966766"
423484.107120213,5453610.70965989,0,DEADEND,"1153",,,,"2076","966767"
423487.470784778,5453678.91947602,0,DEADEND,"1153",,,,"2075","966768"
423647.372495789,5453687.29106135,0,DEADEND,"1153",,,,"2074","966769"
423751.916332743,5453705.17033534,0,DEADEND,"1153",,,,"2073","966770"
431577.161531262,5443573.24872482,0,NORMAL,"353","1153",,,"2094","966805"
431579.588143425,5443655.51968387,0,NORMAL,"353","1153",,,"2093","966806"
431373.581890302,5443655.56948187,0,NORMAL,"1153",,,,"2092","966807"
431572.56499693,5443712.3098326,0,NORMAL,"1153","353",,,"2091","966808"
433613.354004571,5441985.08724029,0,NORMAL,"422","1153",,,"2096","966815"
433516.300003074,5442045.17729712,0,DEADEND,"1153",,,,"2095","966816"
433275.28925603,5442368.50008605,0,NORMAL,"694","1153","0000001392",,"2098","966820"
433114.299775851,5442428.42555166,0,NORMAL,"694","1153","0000001392",,"2097","966821"
433261.106466002,5441722.52383935,0,NORMAL,"231","1153","0000001392",,"2115","966830"
433271.080679319,5441927.53838009,0,NORMAL,"1153","0000001392",,,"2114","966831"
433195.692414243,5441929.20082164,0,NORMAL,"1153","0000001392",,,"2113","966832"
433271.190337077,5441988.70764753,0,NORMAL,"1153","0000001392",,,"2112","966833"
433193.554219295,5442050.46452502,0,NORMAL,"1153","0000001392",,,"2111","966834"
433229.609170629,5442094.65938502,0,NORMAL,"1153","0000001392",,,"2110","966835"
433231.002626504,5442168.95766102,0,NORMAL,"1153","0000001392",,,"2109","966836"
433224.978101806,5442210.96943427,0,NORMAL,"1153","0000001392",,,"2108","966837"
433156.076337455,5442227.88301278,0,NORMAL,"1153","0000001392",,,"2107","966838"
433148.320928594,5442277.9985156,0,NORMAL,"1153","0000001392",,,"2106","966839"
433264.615450829,5442341.27087194,0,NORMAL,"1153","0000001392",,,"2105","966840"
433258.856271962,5442027.24982401,0,DEADEND,"1153","0000001392",,,"2104","966841"
433167.364528349,5441912.29469937,0,DEADEND,"1153","0000001392",,,"2103","966842"
433180.970895863,5441995.93036992,0,DEADEND,"1153","0000001392",,,"2102","966843"
433148.673633705,5442062.14035105,0,DEADEND,"1153","0000001392",,,"2101","966844"
433160.09699312,5442159.27387052,0,DEADEND,"1153","0000001392",,,"2100","966845"
433206.179190735,5442353.91975662,0,DEADEND,"1153","0000001392",,,"2099","966846"
433150.771405714,5442095.51142003,0,NORMAL,"1153","0000001392",,,"2116","966857"
432827.700002876,5442253.55439864,0,NORMAL,"570","1149",,,"2117","966879"
432710.546291902,5442586.92408505,0,DEADEND,"1153",,,,"2120","966882"
432605.156424543,5442544.72129066,0,NORMAL,"1153","658",,,"2119","966883"
432656.916180382,5442989.64299325,0,NORMAL,"1153","836",,,"2122","966885"
432637.615102694,5443047.56352182,0,NODE,"1153",,,,"2121","966886"
432615.7794163,5443189.1147108,0,NORMAL,"243","1153",,,"2132","966891"
432641.441868146,5443286.79350395,0,DEADEND,"1153",,,,"2131","966892"
432674.994446791,5443289.56373706,0,NORMAL,"1153",,,,"2130","966893"
432679.188985879,5443171.33731173,0,DEADEND,"1153",,,,"2129","966894"
432593.368576479,5443265.22346145,0,DEADEND,"1153",,,,"2128","966895"
432564.861843436,5443435.9728562,0,DEADEND,"1153",,,,"2127","966896"
432510.730171235,5443393.73280852,0,DEADEND,"1153",,,,"2126","966897"
432731.935984925,5443210.12543934,0,NORMAL,"1153",,,,"2125","966898"
432696.705350935,5443200.2712942,0,NORMAL,"1153",,,,"2124","966899"
432664.186211035,5443198.3093629,0,NORMAL,"1153",,,,"2123","966900"
431420.138907942,5445123.31254981,0,NORMAL,"424","1153",,,"2138","966912"
431371.124535859,5445124.3519275,0,NORMAL,"424","1153",,,"2137","966913"
431393.923354609,5445256.68399321,0,NORMAL,"1153",,,,"2136","966914"
431368.435454828,5445237.77254182,0,NORMAL,"1153",,,,"2135","966915"
431337.734809327,5445282.97186527,0,NORMAL,"1153",,,,"2134","966916"
431315.396189735,5445308.77581051,0,DEADEND,"1153",,,,"2133","966917"
424938.571205662,5454335.31250707,0,NODE,"0000001335",,,,"2139","966926"
424937.861851304,5454287.14401969,0,NODE,"329",,,,"2140","966931"
425052.549806676,5453879.5791118,0,DEADEND,"1153",,,,"2142","966934"
425010.388623279,5453866.42795597,0,NORMAL,"1147","1153",,,"2141","966935"
424546.094773967,5453626.76993192,0,NORMAL,"858","1153",,,"2144","966942"
424581.542626425,5453722.31193153,0,DEADEND,"1153",,,,"2143","966943"
425532.964336527,5450946.58171465,0,DEADEND,"1153",,,,"2150","966944"
425476.960612285,5450951.29859627,0,DEADEND,"1153",,,,"2149","966945"
425488.516936335,5450978.30128204,0,DEADEND,"1153",,,,"2148","966946"
425511.791905874,5450957.57397743,0,NORMAL,"1153",,,,"2147","966947"
425511.531550544,5450983.48365801,0,NORMAL,"1153",,,,"2146","966948"
425517.329707497,5451001.12547772,0,NORMAL,"1202","1153",,,"2145","966949"
426238.392893829,5450216.13339368,0,DEADEND,"1153",,,,"2154","966957"
426240.474831687,5450262.30141373,0,DEADEND,"1153",,,,"2153","966958"
426305.09539611,5450215.16340371,0,NORMAL,"1153",,,,"2152","966959"
426316.906740638,5450167.10560595,0,NORMAL,"1153","842",,,"2151","966960"
428205.585258813,5450734.79167638,0,NORMAL,"603","0000001339",,,"2157","966965"
428219.860846978,5450601.98627796,0,DEADEND,"603",,,,"2156","966966"
428126.128476899,5450773.60401635,0,DEADEND,"0000001339",,,,"2155","966967"
429262.414287724,5447376.77288358,0,DEADEND,"1153",,,,"2161","966975"
429284.373644945,5447394.12365972,0,DEADEND,"1153",,,,"2160","966976"
429254.510639713,5447331.43143032,0,NORMAL,"453","1153",,,"2159","966977"
429293.73967274,5447423.74196733,0,NORMAL,"1153","13",,,"2158","966978"
